UserID,UserName,Age,Gender,Email,AgeGroup,EnrollmentCount,LearnerSegment
U00364,cynthiamiller,34,Male,brenda08@outlook.com,26-35,1,Single-course
U00365,bfox,30,Female,hchapman@outlook.com,26-35,13,Highly Active
U00366,gerald45,28,Male,lewisanthony@hotmail.com,26-35,2,Moderate
U00367,robert90,21,Male,tiffany36@hotmail.com,18-25,1,Single-course
U00368,michael12,26,Male,burchbrian@outlook.com,26-35,1,Single-course
U00369,beckerterry,19,Male,yoconnell@yahoo.com,18-25,4,Moderate
U00370,bstevens,17,Male,huffmanchristopher@outlook.com,<18,2,Moderate
U00371,grayandrea,17,Female,jay48@hotmail.com,<18,1,Single-course
U00372,bpatrick,23,Male,jonathan64@yahoo.com,18-25,1,Single-course
U00373,daniel56,26,Female,valerie64@yahoo.com,26-35,1,Single-course
U00374,hmarsh,28,Female,chelseywarren@outlook.com,26-35,1,Single-course
U00375,powellmatthew,34,Female,jjohnson@hotmail.com,26-35,1,Single-course
U00376,jeffrey59,29,Male,xbradley@hotmail.com,26-35,1,Single-course
U00377,andersondonald,21,Female,anthony75@yahoo.com,18-25,1,Single-course
U00378,cookjoseph,21,Female,kathleen96@outlook.com,18-25,2,Moderate
U00379,garciajohn,20,Male,sharonmejia@yahoo.com,18-25,14,Highly Active
U00380,rebeccabowman,23,Female,morganstephenson@gmail.com,18-25,1,Single-course
U00381,richardsondanny,32,Male,emily94@yahoo.com,26-35,1,Single-course
U00382,martinpayne,25,Male,christopher66@outlook.com,18-25,3,Moderate
U00383,michael40,29,Female,kaitlynanderson@hotmail.com,26-35,15,Highly Active
U00384,joshuamiller,32,Female,michael54@gmail.com,26-35,2,Moderate
U00385,melissa61,20,Male,bruce80@gmail.com,18-25,1,Single-course
U00386,gary74,29,Female,cassandra26@yahoo.com,26-35,2,Moderate
U00387,elliottjacob,29,Female,jmiller@yahoo.com,26-35,1,Single-course
U00388,jbennett,18,Male,christina14@outlook.com,18-25,1,Single-course
U00389,qhunt,27,Female,griffithebony@gmail.com,26-35,1,Single-course
U00390,newtonjohnny,18,Female,cooperthomas@yahoo.com,18-25,3,Moderate
U00391,morrisonronald,19,Female,karenhicks@gmail.com,18-25,1,Single-course
U00392,coleamanda,19,Female,lgonzales@hotmail.com,18-25,1,Single-course
U00393,ryan80,30,Male,janice29@gmail.com,26-35,1,Single-course
U00394,dianaeverett,30,Female,ubutler@yahoo.com,26-35,11,Highly Active
U00395,karenholder,22,Female,david38@hotmail.com,18-25,1,Single-course
U00396,soliskaren,30,Male,carrollandrew@gmail.com,26-35,2,Moderate
U00397,padams,16,Male,whitakerbonnie@yahoo.com,<18,1,Single-course
U00398,brandon42,27,Female,qsmith@yahoo.com,26-35,3,Moderate
U00399,xgraham,31,Female,hmiller@yahoo.com,26-35,12,Highly Active
U00400,ann81,23,Male,porterrachel@yahoo.com,18-25,2,Moderate
U00401,christina44,21,Female,beth28@gmail.com,18-25,2,Moderate
U00402,mary54,23,Male,thompsonclaudia@hotmail.com,18-25,2,Moderate
U00403,stevencruz,34,Female,hamiltonbrenda@outlook.com,26-35,1,Single-course
U00404,lucerojonathan,21,Female,christy17@yahoo.com,18-25,14,Highly Active
U00405,douglasholmes,24,Male,xyang@hotmail.com,18-25,2,Moderate
U00406,miranda71,33,Male,markguerrero@gmail.com,26-35,15,Highly Active
U00407,zlopez,23,Male,martinezchristopher@outlook.com,18-25,15,Highly Active
U00408,jacquelinelee,19,Female,phillipsdonna@yahoo.com,18-25,1,Single-course
U00409,jenniferolson,35,Male,manuelcurtis@yahoo.com,26-35,2,Moderate
U00410,bcantu,33,Male,cheyenne28@gmail.com,26-35,1,Single-course
U00411,robert66,17,Female,alexandra14@yahoo.com,<18,12,Highly Active
U00412,qwatkins,24,Female,wileyjoseph@gmail.com,18-25,4,Moderate
U00413,sharon56,23,Male,michaelcalderon@outlook.com,18-25,2,Moderate
U00414,popesteven,25,Male,heatherballard@gmail.com,18-25,1,Single-course
U00415,lisaponce,31,Female,dustin99@yahoo.com,26-35,13,Highly Active
U00416,simmonspatricia,17,Female,nicholasgarcia@outlook.com,<18,2,Moderate
U00417,erica01,32,Female,hcross@yahoo.com,26-35,2,Moderate
U00418,anthonyanderson,23,Female,rnoble@hotmail.com,18-25,3,Moderate
U00419,willismorgan,21,Female,walkerkevin@gmail.com,18-25,1,Single-course
U00420,jennifer64,24,Female,jennifer47@hotmail.com,18-25,1,Single-course
U00421,karenlambert,32,Male,caleb56@gmail.com,26-35,1,Single-course
U00422,sanfordmichael,15,Female,tsantos@yahoo.com,<18,3,Moderate
U00423,reginaberg,27,Female,bradgalloway@hotmail.com,26-35,12,Highly Active
U00424,kristi64,35,Male,fbarnett@yahoo.com,26-35,11,Highly Active
U00425,erik67,19,Male,michaelhernandez@outlook.com,18-25,1,Single-course
U00426,xknox,21,Male,charleswilliams@yahoo.com,18-25,4,Moderate
U00427,bernardsexton,29,Female,rjenkins@yahoo.com,26-35,16,Highly Active
U00428,stewartdiane,23,Male,kristylee@outlook.com,18-25,1,Single-course
U00429,bmckay,23,Female,anthony19@outlook.com,18-25,1,Single-course
U00430,mark51,27,Male,brianmontgomery@hotmail.com,26-35,1,Single-course
U00431,collinsjason,15,Female,ywalker@hotmail.com,<18,1,Single-course
U00432,umiller,31,Male,petersendarren@gmail.com,26-35,1,Single-course
U00433,elewis,32,Female,aaronevans@yahoo.com,26-35,1,Single-course
U00434,knightjake,22,Male,wfrank@outlook.com,18-25,1,Single-course
U00435,lgreene,34,Female,robertsjohnny@outlook.com,26-35,1,Single-course
U00436,hodgeserin,20,Female,lindsay44@hotmail.com,18-25,1,Single-course
U00437,pricealexander,28,Male,andre59@hotmail.com,26-35,3,Moderate
U00438,eric69,21,Male,angelagreen@gmail.com,18-25,14,Highly Active
U00439,idiaz,31,Female,reedcourtney@yahoo.com,26-35,1,Single-course
U00440,maxwellsmith,20,Female,leonardsolis@outlook.com,18-25,1,Single-course
U00441,taylor92,19,Male,melanie66@hotmail.com,18-25,1,Single-course
U00442,umaldonado,21,Female,croberts@hotmail.com,18-25,1,Single-course
U00443,desiree20,21,Female,xshelton@yahoo.com,18-25,2,Moderate
U00444,morrowmichael,15,Female,christopher38@outlook.com,<18,13,Highly Active
U00445,vlong,31,Female,micheal11@gmail.com,26-35,1,Single-course
U00446,smithjack,19,Female,sandra71@yahoo.com,18-25,2,Moderate
U00447,fwebb,23,Male,ryan98@outlook.com,18-25,1,Single-course
U00448,smithjeffrey,27,Male,wilsonjeremy@outlook.com,26-35,3,Moderate
U00449,brownkaren,33,Female,ambercruz@yahoo.com,26-35,14,Highly Active
U00450,colemanroy,20,Male,lyonsjohn@outlook.com,18-25,12,Highly Active
U00451,sabrinafoster,20,Male,erin09@outlook.com,18-25,1,Single-course
U00452,williamsamy,23,Male,anthonyflynn@hotmail.com,18-25,3,Moderate
U00453,jasmineowens,20,Male,brianpowell@gmail.com,18-25,1,Single-course
U00454,lauralewis,28,Female,corey28@outlook.com,26-35,4,Moderate
U00455,angelica53,19,Male,sbutler@outlook.com,18-25,3,Moderate
U00456,bobbyfaulkner,24,Female,jpatel@gmail.com,18-25,2,Moderate
U00457,amytaylor,34,Female,vmason@outlook.com,26-35,2,Moderate
U00458,zle,31,Female,gordonlawrence@gmail.com,26-35,4,Moderate
U00459,andrewthomas,22,Male,efletcher@gmail.com,18-25,1,Single-course
U00460,youngmike,24,Female,vingram@hotmail.com,18-25,2,Moderate
U00461,kramerlogan,21,Female,wmills@hotmail.com,18-25,2,Moderate
U00462,lmason,30,Male,coryhernandez@hotmail.com,26-35,2,Moderate
U00463,smithryan,18,Female,johnstonbrandon@yahoo.com,18-25,1,Single-course
U00464,blakejoseph,25,Male,rogersdakota@hotmail.com,18-25,12,Highly Active
U00465,garrettjenny,26,Male,leoncarolyn@outlook.com,26-35,1,Single-course
U00466,armstrongluis,32,Female,mackenzie76@hotmail.com,26-35,2,Moderate
U00467,awalker,34,Male,kpineda@yahoo.com,26-35,1,Single-course
U00468,greeneaaron,19,Female,qgarcia@gmail.com,18-25,1,Single-course
U00469,scott82,20,Female,justin81@gmail.com,18-25,2,Moderate
U00470,antoniohanson,18,Female,williamschristopher@outlook.com,18-25,1,Single-course
U00471,clopez,31,Female,yrodriguez@gmail.com,26-35,1,Single-course
U00472,nhicks,22,Female,nmccoy@gmail.com,18-25,1,Single-course
U00473,smithamanda,32,Female,zachary67@yahoo.com,26-35,3,Moderate
U00474,renee73,31,Male,vegarachael@outlook.com,26-35,1,Single-course
U00475,stevenwilliams,24,Male,adamsjames@hotmail.com,18-25,3,Moderate
U00476,devin94,29,Female,jlutz@outlook.com,26-35,2,Moderate
U00477,jason69,19,Male,david15@outlook.com,18-25,1,Single-course
U00478,john69,30,Male,jessicajones@yahoo.com,26-35,2,Moderate
U00479,cunninghamaaron,33,Male,suzanne77@gmail.com,26-35,2,Moderate
U00480,rnash,20,Female,leerachel@outlook.com,18-25,1,Single-course
U00481,bakeranna,32,Female,brandy09@yahoo.com,26-35,1,Single-course
U00482,leewhite,33,Female,parksdan@gmail.com,26-35,1,Single-course
U00483,weberhelen,22,Male,kyle52@gmail.com,18-25,1,Single-course
U00484,wesleyfreeman,16,Male,ghicks@outlook.com,<18,2,Moderate
U00485,garrettevans,29,Female,whitetimothy@gmail.com,26-35,1,Single-course
U00486,coryalvarado,21,Female,diazjamie@yahoo.com,18-25,2,Moderate
U00487,kayla77,15,Female,alvaradoronald@hotmail.com,<18,2,Moderate
U00488,barbara10,20,Male,dominic07@hotmail.com,18-25,2,Moderate
U00489,aguirrejessica,18,Male,lindsey98@hotmail.com,18-25,3,Moderate
U00490,smithjody,33,Male,andrewmiller@gmail.com,26-35,1,Single-course
U00491,brianna74,20,Male,vjackson@gmail.com,18-25,1,Single-course
U00492,billy39,20,Female,smithchristine@gmail.com,18-25,1,Single-course
U00493,rioschristina,30,Male,patricia26@outlook.com,26-35,1,Single-course
U00494,joel15,26,Male,iwalker@yahoo.com,26-35,13,Highly Active
U00495,johnsonchristina,35,Female,tara89@yahoo.com,26-35,2,Moderate
U00496,clarktonya,29,Female,kristine00@hotmail.com,26-35,1,Single-course
U00497,cmclean,21,Female,christyevans@outlook.com,18-25,3,Moderate
U00498,sheri69,20,Female,omassey@hotmail.com,18-25,3,Moderate
U00499,keith86,21,Male,moseschristopher@gmail.com,18-25,1,Single-course
U00500,frederick07,16,Female,robert76@outlook.com,<18,2,Moderate
U00501,andersonkathy,26,Female,jacobglenn@gmail.com,26-35,1,Single-course
U00502,reynoldserin,22,Female,tiffany72@hotmail.com,18-25,2,Moderate
U00503,robinsonmargaret,15,Male,annette75@gmail.com,<18,2,Moderate
U00504,cantrellscott,16,Male,eric29@yahoo.com,<18,2,Moderate
U00505,mcleanchris,17,Male,jacqueline78@yahoo.com,<18,1,Single-course
U00506,aliciagiles,33,Female,gomezcarla@outlook.com,26-35,1,Single-course
U00507,nichole08,15,Male,lukelove@yahoo.com,<18,2,Moderate
U00508,dalesmith,28,Female,thomaskenneth@outlook.com,26-35,1,Single-course
U00509,alexandereaton,20,Female,qmurphy@outlook.com,18-25,1,Single-course
U00510,noblechristy,15,Male,rgarza@outlook.com,<18,1,Single-course
U00511,becky57,28,Male,jacobcollins@gmail.com,26-35,1,Single-course
U00512,joshua36,22,Male,elizabeththomas@gmail.com,18-25,2,Moderate
U00513,kcoleman,25,Male,jacksoncynthia@gmail.com,18-25,1,Single-course
U00514,tammysmall,30,Female,mariaryan@outlook.com,26-35,3,Moderate
U00515,martinbrian,19,Female,jconway@gmail.com,18-25,2,Moderate
U00516,charles14,33,Female,kristenrobinson@outlook.com,26-35,1,Single-course
U00517,rachelsmith,22,Female,cody45@hotmail.com,18-25,1,Single-course
U00518,jasonlara,20,Female,kirkmichelle@outlook.com,18-25,1,Single-course
U00519,phaynes,27,Female,hernandezshawn@gmail.com,26-35,1,Single-course
U00520,tammy29,29,Male,cpineda@yahoo.com,26-35,1,Single-course
U00521,amanda69,26,Female,mramirez@yahoo.com,26-35,1,Single-course
U00522,qbrooks,21,Male,brandon68@yahoo.com,18-25,1,Single-course
U00523,crystal86,31,Male,toddwilson@outlook.com,26-35,1,Single-course
U00524,knighthector,24,Male,williamsjames@yahoo.com,18-25,2,Moderate
U00525,victor26,31,Male,corybrady@outlook.com,26-35,1,Single-course
U00526,dunndeborah,24,Male,dudleyaaron@outlook.com,18-25,1,Single-course
U00527,moralesmatthew,18,Male,kevinhayden@gmail.com,18-25,2,Moderate
U00528,wwebb,26,Female,mmatthews@hotmail.com,26-35,1,Single-course
U00529,tharper,25,Male,dustinsmith@yahoo.com,18-25,2,Moderate
U00530,wilsonjeanne,35,Female,lisajuarez@yahoo.com,26-35,1,Single-course
U00531,hannahking,24,Male,william89@outlook.com,18-25,2,Moderate
U00532,spencerjennifer,15,Female,walkerheather@gmail.com,<18,1,Single-course
U00533,brandonfuller,29,Male,roberttaylor@outlook.com,26-35,2,Moderate
U00534,michellestone,27,Female,llopez@outlook.com,26-35,4,Moderate
U00535,rodriguezryan,23,Male,ffoster@yahoo.com,18-25,2,Moderate
U00536,lukewilliams,35,Female,wardallison@yahoo.com,26-35,1,Single-course
U00537,opatterson,25,Female,gmartin@outlook.com,18-25,2,Moderate
U00538,salinasthomas,20,Male,angelawarren@outlook.com,18-25,1,Single-course
U00539,jennifer10,25,Male,george03@yahoo.com,18-25,1,Single-course
U00540,james88,15,Male,mjohnson@outlook.com,<18,1,Single-course
U00541,dhill,19,Male,michaela09@hotmail.com,18-25,3,Moderate
U00542,ericjones,32,Male,staceysullivan@outlook.com,26-35,1,Single-course
U00543,broberts,18,Female,leryan@hotmail.com,18-25,13,Highly Active
U00544,williamskaren,30,Male,gonzalesjoseph@outlook.com,26-35,1,Single-course
U00545,bryandavis,18,Female,sandra89@gmail.com,18-25,1,Single-course
U00546,nathanstevenson,25,Male,pfields@outlook.com,18-25,1,Single-course
U00547,loganthomas,19,Female,irowe@gmail.com,18-25,1,Single-course
U00548,vanessa32,32,Female,tinamiller@yahoo.com,26-35,14,Highly Active
U00549,andrea24,17,Female,tatebrian@outlook.com,<18,1,Single-course
U00550,gwyatt,17,Male,jonathan11@yahoo.com,<18,2,Moderate
U00551,harveybenjamin,35,Male,elaine58@gmail.com,26-35,4,Moderate
U00552,nicholastorres,30,Female,shortbeverly@yahoo.com,26-35,2,Moderate
U00553,whiteheadhoward,15,Male,sarah35@hotmail.com,<18,2,Moderate
U00554,tlopez,18,Male,williamball@gmail.com,18-25,1,Single-course
U00555,rodriguezaudrey,17,Female,scottbarr@yahoo.com,<18,1,Single-course
U00556,martinezkenneth,25,Female,michael48@hotmail.com,18-25,14,Highly Active
U00557,kross,31,Male,carolyn55@gmail.com,26-35,2,Moderate
U00558,kimberlymoore,32,Male,sharonsmith@outlook.com,26-35,1,Single-course
U00559,jonathanmendoza,20,Male,mark39@gmail.com,18-25,11,Highly Active
U00560,danielle56,32,Male,baileymoran@outlook.com,26-35,2,Moderate
U00561,perryterry,33,Male,benjamin16@outlook.com,26-35,1,Single-course
U00562,douglasbright,23,Female,michelle98@gmail.com,18-25,15,Highly Active
U00563,jacksonchristopher,31,Female,willie43@outlook.com,26-35,2,Moderate
U00564,nkeller,15,Male,amahoney@gmail.com,<18,1,Single-course
U00565,teresabell,28,Male,kempsharon@outlook.com,26-35,2,Moderate
U00566,zrowland,31,Male,crystal11@gmail.com,26-35,2,Moderate
U00567,edeleon,20,Male,mendezjonathan@hotmail.com,18-25,1,Single-course
U00568,lmorris,16,Female,michelleshepherd@outlook.com,<18,1,Single-course
U00569,danieljimenez,15,Female,ghunter@gmail.com,<18,14,Highly Active
U00570,dunncharles,27,Male,spearsanna@yahoo.com,26-35,14,Highly Active
U00571,tracey67,22,Female,wardkatherine@yahoo.com,18-25,2,Moderate
U00572,jesse11,32,Male,richardsonjonathan@outlook.com,26-35,13,Highly Active
U00573,florestyler,30,Male,acrawford@gmail.com,26-35,11,Highly Active
U00574,thomas63,33,Female,rebecca64@yahoo.com,26-35,14,Highly Active
U00575,swilliams,35,Male,hwise@yahoo.com,26-35,1,Single-course
U00576,harrispenny,16,Male,jessica68@outlook.com,<18,13,Highly Active
U00577,raymond98,17,Female,charles65@outlook.com,<18,1,Single-course
U00578,palmerkristy,26,Male,kochsusan@gmail.com,26-35,1,Single-course
U00579,walkertracie,34,Male,fbennett@yahoo.com,26-35,1,Single-course
U00580,whitepatrick,24,Female,donnaolsen@yahoo.com,18-25,3,Moderate
U00581,rodriguezsamantha,32,Female,john72@hotmail.com,26-35,2,Moderate
U00582,wagnervalerie,26,Male,fwilson@outlook.com,26-35,1,Single-course
U00583,qmarsh,21,Female,carolynbarker@gmail.com,18-25,1,Single-course
U00584,christine43,31,Female,brittanysantiago@yahoo.com,26-35,14,Highly Active
U00585,jennifer48,19,Female,frances95@gmail.com,18-25,2,Moderate
U00586,ericamorris,21,Male,albert93@outlook.com,18-25,1,Single-course
U00587,melissahancock,22,Female,michael35@outlook.com,18-25,2,Moderate
U00588,shelia09,24,Male,kristen55@yahoo.com,18-25,1,Single-course
U00589,matthew86,19,Female,juliediaz@outlook.com,18-25,1,Single-course
U00590,browndonna,19,Male,jonathan07@gmail.com,18-25,1,Single-course
U00591,kendramcdonald,35,Male,hwright@yahoo.com,26-35,2,Moderate
U00592,barbara94,18,Female,david98@yahoo.com,18-25,14,Highly Active
U00593,fmaxwell,23,Male,erictorres@gmail.com,18-25,2,Moderate
U00594,gsims,20,Male,williamsjeremy@outlook.com,18-25,1,Single-course
U00595,hrichardson,29,Male,aaronfigueroa@gmail.com,26-35,14,Highly Active
U00596,hshaw,26,Male,harmonkaren@outlook.com,26-35,2,Moderate
U00597,suzanne13,28,Female,julielivingston@gmail.com,26-35,1,Single-course
U00598,acraig,28,Male,simpsonmichael@gmail.com,26-35,1,Single-course
U00599,kristinharrison,33,Male,joseph09@yahoo.com,26-35,1,Single-course
U00600,philip29,21,Male,rebekah00@gmail.com,18-25,1,Single-course
U00601,ginawilkins,24,Male,annjenkins@outlook.com,18-25,1,Single-course
U00602,chowell,25,Female,jessefisher@gmail.com,18-25,3,Moderate
U00603,xbryant,35,Male,cruzkatherine@gmail.com,26-35,2,Moderate
U00604,mercedes21,30,Female,jonathanmorales@hotmail.com,26-35,14,Highly Active
U00605,graypatricia,30,Female,rebecca06@gmail.com,26-35,3,Moderate
U00606,tiffanywilliams,33,Female,fhawkins@yahoo.com,26-35,2,Moderate
U00607,bobby98,30,Male,crios@outlook.com,26-35,2,Moderate
U00608,adrianconley,31,Male,autumnlee@gmail.com,26-35,1,Single-course
U00609,marissa45,33,Female,colin68@hotmail.com,26-35,4,Moderate
U00610,ericcraig,19,Male,martineztimothy@gmail.com,18-25,1,Single-course
U00611,christophercontreras,30,Male,jamescampbell@yahoo.com,26-35,2,Moderate
U00612,kellytaylor,23,Male,shawbrenda@hotmail.com,18-25,1,Single-course
U00613,jessica15,24,Male,osmith@outlook.com,18-25,2,Moderate
U00614,samuelmiles,23,Female,carlos12@outlook.com,18-25,1,Single-course
U00615,mrobinson,20,Male,linda21@hotmail.com,18-25,1,Single-course
U00616,joshua33,19,Female,mariacontreras@yahoo.com,18-25,2,Moderate
U00617,bradyolivia,18,Female,glennhill@outlook.com,18-25,1,Single-course
U00618,rlee,22,Male,palmerdawn@outlook.com,18-25,1,Single-course
U00619,brittanymclean,32,Female,vwilliams@yahoo.com,26-35,12,Highly Active
U00620,antonio11,30,Male,newmanrichard@gmail.com,26-35,1,Single-course
U00621,smithjill,20,Male,justinmendez@yahoo.com,18-25,2,Moderate
U00622,xhernandez,28,Female,hoodmelinda@yahoo.com,26-35,13,Highly Active
U00623,omar61,23,Female,diana26@yahoo.com,18-25,2,Moderate
U00624,reneeanderson,34,Female,jasonsmith@outlook.com,26-35,2,Moderate
U00625,kimberly36,28,Male,jeffreyhernandez@gmail.com,26-35,4,Moderate
U00626,emily75,19,Male,morganheather@hotmail.com,18-25,1,Single-course
U00627,robertsdavid,34,Female,theresa32@outlook.com,26-35,4,Moderate
U00628,david75,32,Female,brittany51@outlook.com,26-35,2,Moderate
U00629,toni46,20,Female,rickybruce@outlook.com,18-25,1,Single-course
U00630,trevorwhite,17,Male,ksmith@outlook.com,<18,3,Moderate
U00631,heathdonna,20,Male,aliciathomas@yahoo.com,18-25,2,Moderate
U00632,zknox,26,Female,mcneildaniel@hotmail.com,26-35,1,Single-course
U00633,reidlisa,35,Female,alexanderblack@gmail.com,26-35,14,Highly Active
U00634,bradley56,15,Female,prestonemily@gmail.com,<18,3,Moderate
U00635,dmahoney,26,Female,rolsen@yahoo.com,26-35,1,Single-course
U00636,parkermaria,21,Female,fgarza@yahoo.com,18-25,13,Highly Active
U00637,kbrandt,22,Female,rruiz@outlook.com,18-25,2,Moderate
U00638,austin36,19,Female,moyerbrian@outlook.com,18-25,2,Moderate
U00639,wscott,33,Female,joshuaharrell@hotmail.com,26-35,14,Highly Active
U00640,jon73,31,Male,yjackson@gmail.com,26-35,1,Single-course
U00641,nancy60,32,Male,kayleewashington@gmail.com,26-35,1,Single-course
U00642,rmeza,17,Male,christopherfarrell@yahoo.com,<18,2,Moderate
U00643,cynthia57,20,Female,nthomas@gmail.com,18-25,1,Single-course
U00644,montgomerykathleen,20,Female,ymata@hotmail.com,18-25,1,Single-course
U00645,dennis23,23,Female,johnsonkimberly@yahoo.com,18-25,1,Single-course
U00646,smurphy,29,Female,jamie76@hotmail.com,26-35,1,Single-course
U00647,richard50,26,Female,jwatkins@outlook.com,26-35,1,Single-course
U00648,madeline85,19,Male,mcclainderrick@yahoo.com,18-25,2,Moderate
U00649,thomaslawson,32,Male,thomas06@outlook.com,26-35,1,Single-course
